Plot Title: Fort Pierce PanAmEx,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Attached (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Detached (LGR S/N: 20350655, SEN S/N: 20350655)","Host Connected (LGR S/N: 20350655, SEN S/N: 20350655)","Stopped (LGR S/N: 20350655, SEN S/N: 20350655)","End Of File (LGR S/N: 20350655, SEN S/N: 20350655)"
419,6/18/2018 4:00,27.961,,,,,
420,6/18/2018 4:30,27.961,,,,,
421,6/18/2018 5:00,28.06,,,,,
422,6/18/2018 5:30,28.06,,,,,
423,6/18/2018 6:00,28.06,,,,,
424,6/18/2018 6:30,27.961,,,,,
425,6/18/2018 7:00,27.961,,,,,
426,6/18/2018 7:30,27.961,,,,,
427,6/18/2018 8:00,28.06,,,,,
428,6/18/2018 8:30,28.159,,,,,
429,6/18/2018 9:00,28.06,,,,,
430,6/18/2018 9:30,28.159,,,,,
431,6/18/2018 10:00,28.258,,,,,
432,6/18/2018 10:30,28.456,,,,,
433,6/18/2018 11:00,28.655,,,,,
434,6/18/2018 11:30,28.754,,,,,
435,6/18/2018 12:00,29.053,,,,,
436,6/18/2018 12:30,28.953,,,,,
437,6/18/2018 13:00,28.754,,,,,
438,6/18/2018 13:30,28.853,,,,,
439,6/18/2018 14:00,28.754,,,,,
440,6/18/2018 14:30,28.754,,,,,
441,6/18/2018 15:00,28.754,,,,,
442,6/18/2018 15:30,29.053,,,,,
443,6/18/2018 16:00,29.152,,,,,
444,6/18/2018 16:30,29.152,,,,,
445,6/18/2018 17:00,29.452,,,,,
446,6/18/2018 17:30,29.953,,,,,
447,6/18/2018 18:00,30.054,,,,,
448,6/18/2018 18:30,30.154,,,,,
449,6/18/2018 19:00,30.154,,,,,
450,6/18/2018 19:30,30.154,,,,,
451,6/18/2018 20:00,30.054,,,,,
452,6/18/2018 20:30,30.154,,,,,
453,6/18/2018 21:00,30.054,,,,,
454,6/18/2018 21:30,30.054,,,,,
455,6/18/2018 22:00,29.953,,,,,
456,6/18/2018 22:30,29.853,,,,,
457,6/18/2018 23:00,29.853,,,,,
458,6/18/2018 23:30,29.853,,,,,
459,6/19/2018 0:00,29.853,,,,,
460,6/19/2018 0:30,29.552,,,,,
461,6/19/2018 1:00,29.152,,,,,
462,6/19/2018 1:30,28.953,,,,,
463,6/19/2018 2:00,28.853,,,,,
464,6/19/2018 2:30,28.754,,,,,
465,6/19/2018 3:00,28.655,,,,,
466,6/19/2018 3:30,28.655,,,,,
467,6/19/2018 4:00,28.754,,,,,
468,6/19/2018 4:30,28.456,,,,,
469,6/19/2018 5:00,28.456,,,,,
470,6/19/2018 5:30,28.456,,,,,
471,6/19/2018 6:00,28.456,,,,,
472,6/19/2018 6:30,28.456,,,,,
473,6/19/2018 7:00,28.456,,,,,
474,6/19/2018 7:30,28.456,,,,,
475,6/19/2018 8:00,28.357,,,,,
476,6/19/2018 8:30,28.357,,,,,
477,6/19/2018 9:00,28.456,,,,,
478,6/19/2018 9:30,28.754,,,,,
479,6/19/2018 10:00,28.754,,,,,
480,6/19/2018 10:30,28.853,,,,,
481,6/19/2018 11:00,28.953,,,,,
482,6/19/2018 11:30,29.452,,,,,
483,6/19/2018 12:00,29.752,,,,,
484,6/19/2018 12:30,30.054,,,,,
485,6/19/2018 13:00,30.054,,,,,
486,6/19/2018 13:30,29.953,,,,,
487,6/19/2018 14:00,29.352,,,,,
488,6/19/2018 14:30,29.352,,,,,
489,6/19/2018 15:00,29.352,,,,,
490,6/19/2018 15:30,29.352,,,,,
491,6/19/2018 16:00,29.452,,,,,
492,6/19/2018 16:30,29.352,,,,,
493,6/19/2018 17:00,29.552,,,,,
494,6/19/2018 17:30,29.552,,,,,
495,6/19/2018 18:00,29.853,,,,,
496,6/19/2018 18:30,29.853,,,,,
497,6/19/2018 19:00,30.457,,,,,
498,6/19/2018 19:30,30.558,,,,,
499,6/19/2018 20:00,30.457,,,,,
500,6/19/2018 20:30,30.356,,,,,
501,6/19/2018 21:00,30.255,,,,,
502,6/19/2018 21:30,30.154,,,,,
503,6/19/2018 22:00,30.255,,,,,
504,6/19/2018 22:30,30.054,,,,,
505,6/19/2018 23:00,30.154,,,,,
506,6/19/2018 23:30,30.154,,,,,
507,6/20/2018 0:00,29.853,,,,,
508,6/20/2018 0:30,29.953,,,,,
509,6/20/2018 1:00,30.054,,,,,
510,6/20/2018 1:30,29.853,,,,,
511,6/20/2018 2:00,29.352,,,,,
512,6/20/2018 2:30,28.953,,,,,
513,6/20/2018 3:00,28.754,,,,,
514,6/20/2018 3:30,28.555,,,,,
515,6/20/2018 4:00,28.555,,,,,
516,6/20/2018 4:30,28.456,,,,,
517,6/20/2018 5:00,28.555,,,,,
518,6/20/2018 5:30,28.06,,,,,
519,6/20/2018 6:00,28.159,,,,,
520,6/20/2018 6:30,28.456,,,,,
521,6/20/2018 7:00,28.555,,,,,
522,6/20/2018 7:30,28.655,,,,,
523,6/20/2018 8:00,28.555,,,,,
524,6/20/2018 8:30,28.655,,,,,
525,6/20/2018 9:00,28.754,,,,,
526,6/20/2018 9:30,28.953,,,,,
527,6/20/2018 10:00,29.252,,,,,
528,6/20/2018 10:30,29.652,,,,,
529,6/20/2018 11:00,29.953,,,,,
530,6/20/2018 11:30,29.752,,,,,
531,6/20/2018 12:00,29.953,,,,,
532,6/20/2018 12:30,30.255,,,,,
533,6/20/2018 13:00,30.356,,,,,
534,6/20/2018 13:30,30.558,,,,,
535,6/20/2018 14:00,30.558,,,,,
536,6/20/2018 14:30,29.652,,,,,
537,6/20/2018 15:00,28.853,,,,,
538,6/20/2018 15:30,28.655,,,,,
539,6/20/2018 16:00,28.655,,,,,
540,6/20/2018 16:30,28.555,,,,,
541,6/20/2018 17:00,28.555,,,,,
542,6/20/2018 17:30,28.555,,,,,
543,6/20/2018 18:00,28.655,,,,,
544,6/20/2018 18:30,28.853,,,,,
545,6/20/2018 19:00,28.853,,,,,
546,6/20/2018 19:30,29.752,,,,,
547,6/20/2018 20:00,30.054,,,,,
548,6/20/2018 20:30,30.054,,,,,
549,6/20/2018 21:00,30.054,,,,,
550,6/20/2018 21:30,29.953,,,,,
551,6/20/2018 22:00,29.853,,,,,
552,6/20/2018 22:30,29.752,,,,,
553,6/20/2018 23:00,29.752,,,,,
554,6/20/2018 23:30,29.752,,,,,
555,6/21/2018 0:00,29.652,,,,,
556,6/21/2018 0:30,29.652,,,,,
557,6/21/2018 1:00,29.452,,,,,
558,6/21/2018 1:30,29.752,,,,,
559,6/21/2018 2:00,29.853,,,,,
560,6/21/2018 2:30,29.853,,,,,
561,6/21/2018 3:00,28.853,,,,,
562,6/21/2018 3:30,28.06,,,,,
563,6/21/2018 4:00,27.764,,,,,
564,6/21/2018 4:30,27.567,,,,,
565,6/21/2018 5:00,27.468,,,,,
566,6/21/2018 5:30,27.468,,,,,
567,6/21/2018 6:00,27.37,,,,,
568,6/21/2018 6:30,27.173,,,,,
569,6/21/2018 7:00,27.468,,,,,
570,6/21/2018 7:30,27.862,,,,,
571,6/21/2018 8:00,28.456,,,,,
572,6/21/2018 8:30,28.655,,,,,
573,6/21/2018 9:00,28.754,,,,,
574,6/21/2018 9:30,28.953,,,,,
575,6/21/2018 10:00,29.152,,,,,
576,6/21/2018 10:30,29.452,,,,,
577,6/21/2018 11:00,29.752,,,,,
578,6/21/2018 11:30,29.953,,,,,
579,6/21/2018 12:00,29.853,,,,,
580,6/21/2018 12:30,30.054,,,,,
581,6/21/2018 13:00,30.255,,,,,
582,6/21/2018 13:30,30.659,,,,,
583,6/21/2018 14:00,30.558,,,,,
584,6/21/2018 14:30,30.558,,,,,
585,6/21/2018 15:00,30.154,,,,,
586,6/21/2018 15:30,27.961,,,,,
587,6/21/2018 16:00,27.468,,,,,
588,6/21/2018 16:30,27.272,,,,,
589,6/21/2018 17:00,26.977,,,,,
590,6/21/2018 17:30,26.879,,,,,
591,6/21/2018 18:00,27.075,,,,,
592,6/21/2018 18:30,26.977,,,,,
593,6/21/2018 19:00,27.075,,,,,
594,6/21/2018 19:30,26.977,,,,,
